datetime,site_uid,temp_water,nitrate_con,discharge
2012-05-16 22:30:00+00:00,USGS-05418110,20.8,8.46,64.6
2012-05-16 22:45:00+00:00,USGS-05418110,20.8,8.46,64.6
2012-05-16 23:00:00+00:00,USGS-05418110,20.7,8.47,64.6
2012-05-16 23:15:00+00:00,USGS-05418110,20.6,8.45,64.6
2012-05-16 23:30:00+00:00,USGS-05418110,20.6,8.44,63.2
2012-05-16 23:45:00+00:00,USGS-05418110,20.5,8.43,64.6
2012-05-17 00:00:00+00:00,USGS-05418110,20.4,8.43,64.6
2012-05-17 00:15:00+00:00,USGS-05418110,20.3,8.43,63.2
2012-05-17 00:30:00+00:00,USGS-05418110,20.2,8.43,63.2
2012-05-17 00:45:00+00:00,USGS-05418110,20.1,8.42,64.6
2012-05-17 01:00:00+00:00,USGS-05418110,19.9,8.42,64.6
2012-05-17 01:15:00+00:00,USGS-05418110,19.8,8.42,63.2
2012-05-17 01:30:00+00:00,USGS-05418110,19.7,8.42,63.2
2012-05-17 01:45:00+00:00,USGS-05418110,19.5,8.43,64.6
2012-05-17 02:00:00+00:00,USGS-05418110,19.4,8.42,63.2
2012-05-17 02:15:00+00:00,USGS-05418110,19.2,8.42,63.2
2012-05-17 02:30:00+00:00,USGS-05418110,19.1,8.42,64.6
2012-05-17 02:45:00+00:00,USGS-05418110,18.9,8.42,64.6
2012-05-17 03:00:00+00:00,USGS-05418110,18.8,8.42,63.2
2012-05-17 03:15:00+00:00,USGS-05418110,18.6,8.43,63.2
2012-05-17 03:30:00+00:00,USGS-05418110,18.5,8.42,63.2
2012-05-17 03:45:00+00:00,USGS-05418110,18.4,8.4,64.6
2012-05-17 04:00:00+00:00,USGS-05418110,18.2,8.42,63.2
2012-05-17 04:15:00+00:00,USGS-05418110,18.1,8.42,63.2
2012-05-17 04:30:00+00:00,USGS-05418110,18.0,8.42,63.2
2012-05-17 04:45:00+00:00,USGS-05418110,17.8,8.41,63.2
2012-05-17 05:00:00+00:00,USGS-05418110,17.7,8.42,63.2
2012-05-17 05:15:00+00:00,USGS-05418110,17.5,8.41,63.2
2012-05-17 05:30:00+00:00,USGS-05418110,17.4,8.41,63.2
2012-05-17 05:45:00+00:00,USGS-05418110,17.3,8.4,63.2
2012-05-17 06:00:00+00:00,USGS-05418110,17.1,8.41,63.2
2012-05-17 06:15:00+00:00,USGS-05418110,17.0,8.39,64.6
2012-05-17 06:30:00+00:00,USGS-05418110,16.9,8.39,63.2
2012-05-17 06:45:00+00:00,USGS-05418110,16.8,8.39,63.2
2012-05-17 07:00:00+00:00,USGS-05418110,16.6,8.38,64.6
2012-05-17 07:15:00+00:00,USGS-05418110,16.5,8.39,63.2
2012-05-17 07:30:00+00:00,USGS-05418110,16.4,8.41,63.2
2012-05-17 07:45:00+00:00,USGS-05418110,16.3,8.41,63.2
2012-05-17 08:00:00+00:00,USGS-05418110,16.2,8.4,63.2
2012-05-17 08:15:00+00:00,USGS-05418110,16.1,8.4,63.2
2012-05-17 08:30:00+00:00,USGS-05418110,15.9,8.41,64.6
2012-05-17 08:45:00+00:00,USGS-05418110,15.8,8.41,63.2
2012-05-17 09:00:00+00:00,USGS-05418110,15.7,8.42,63.2
2012-05-17 09:15:00+00:00,USGS-05418110,15.6,8.42,64.6
2012-05-17 09:30:00+00:00,USGS-05418110,15.5,8.42,63.2
2012-05-17 09:45:00+00:00,USGS-05418110,15.3,8.43,63.2
2012-05-17 10:00:00+00:00,USGS-05418110,15.2,8.43,63.2
2012-05-17 10:15:00+00:00,USGS-05418110,15.1,8.43,63.2
2012-05-17 10:30:00+00:00,USGS-05418110,15.0,8.43,64.6
2012-05-17 10:45:00+00:00,USGS-05418110,14.9,8.43,64.6
2012-05-17 11:00:00+00:00,USGS-05418110,14.8,8.43,63.2
2012-05-17 11:15:00+00:00,USGS-05418110,14.7,8.42,63.2
2012-05-17 11:30:00+00:00,USGS-05418110,14.6,8.42,64.6
2012-05-17 11:45:00+00:00,USGS-05418110,14.5,8.43,63.2
2012-05-17 12:00:00+00:00,USGS-05418110,14.5,8.43,63.2
2012-05-17 12:15:00+00:00,USGS-05418110,14.4,8.42,63.2
2012-05-17 12:30:00+00:00,USGS-05418110,14.3,8.43,63.2
2012-05-17 12:45:00+00:00,USGS-05418110,14.3,8.43,63.2
2012-05-17 13:00:00+00:00,USGS-05418110,14.2,8.43,63.2
2012-05-17 13:15:00+00:00,USGS-05418110,14.2,8.42,64.6
2012-05-17 13:30:00+00:00,USGS-05418110,14.2,8.43,63.2
2012-05-17 13:45:00+00:00,USGS-05418110,14.2,8.42,63.2
2012-05-17 14:00:00+00:00,USGS-05418110,14.2,8.42,63.2
2012-05-17 14:15:00+00:00,USGS-05418110,14.3,8.42,63.2
2012-05-17 14:30:00+00:00,USGS-05418110,14.4,8.43,63.2
2012-05-17 14:45:00+00:00,USGS-05418110,14.5,8.43,64.6
2012-05-17 15:00:00+00:00,USGS-05418110,14.6,8.43,63.2
2012-05-17 15:15:00+00:00,USGS-05418110,14.8,8.43,63.2
2012-05-17 15:30:00+00:00,USGS-05418110,15.1,8.44,64.6
2012-05-17 15:45:00+00:00,USGS-05418110,15.3,8.43,64.6
2012-05-17 16:00:00+00:00,USGS-05418110,15.5,8.43,64.6
2012-05-17 16:15:00+00:00,USGS-05418110,15.8,8.43,64.6
2012-05-17 16:30:00+00:00,USGS-05418110,16.1,8.41,63.2
2012-05-17 16:45:00+00:00,USGS-05418110,16.3,8.41,64.6
2012-05-17 17:00:00+00:00,USGS-05418110,16.6,8.41,64.6
2012-05-17 17:15:00+00:00,USGS-05418110,16.9,8.42,64.6
2012-05-17 17:30:00+00:00,USGS-05418110,17.1,8.42,63.2
2012-05-17 17:45:00+00:00,USGS-05418110,17.3,8.41,64.6
2012-05-17 18:00:00+00:00,USGS-05418110,17.7,8.4,63.2
2012-05-17 18:15:00+00:00,USGS-05418110,17.9,8.4,63.2
2012-05-17 18:30:00+00:00,USGS-05418110,18.0,8.42,64.6
2012-05-17 18:45:00+00:00,USGS-05418110,18.3,8.41,63.2
2012-05-17 19:00:00+00:00,USGS-05418110,18.6,8.41,63.2
2012-05-17 19:15:00+00:00,USGS-05418110,18.8,8.42,64.6
2012-05-17 19:30:00+00:00,USGS-05418110,19.0,8.41,64.6
2012-05-17 19:45:00+00:00,USGS-05418110,19.2,8.42,63.2
2012-05-17 20:00:00+00:00,USGS-05418110,19.5,8.41,64.6
2012-05-17 20:15:00+00:00,USGS-05418110,19.5,8.41,64.6
2012-05-17 20:30:00+00:00,USGS-05418110,19.7,8.41,63.2
2012-05-17 20:45:00+00:00,USGS-05418110,19.7,8.41,64.6
2012-05-17 21:00:00+00:00,USGS-05418110,19.7,8.41,64.6
2012-05-17 21:15:00+00:00,USGS-05418110,19.8,8.37,63.2
2012-05-17 21:30:00+00:00,USGS-05418110,19.8,8.36,63.2
2012-05-17 21:45:00+00:00,USGS-05418110,19.9,8.37,63.2
2012-05-17 22:00:00+00:00,USGS-05418110,19.9,8.36,63.2
2012-05-17 22:15:00+00:00,USGS-05418110,19.9,8.37,63.2
2012-05-17 22:30:00+00:00,USGS-05418110,19.9,8.37,63.2
2012-05-17 22:45:00+00:00,USGS-05418110,19.8,8.38,63.2
2012-05-17 23:00:00+00:00,USGS-05418110,19.8,8.39,63.2
2012-05-17 23:15:00+00:00,USGS-05418110,19.7,8.39,63.2
2012-05-17 23:30:00+00:00,USGS-05418110,19.6,8.38,64.6
2012-05-17 23:45:00+00:00,USGS-05418110,19.5,8.38,63.2
2012-05-18 00:00:00+00:00,USGS-05418110,19.4,8.37,64.6
2012-05-18 00:15:00+00:00,USGS-05418110,19.3,8.37,63.2
2012-05-18 00:30:00+00:00,USGS-05418110,19.2,8.37,63.2
2012-05-18 00:45:00+00:00,USGS-05418110,19.1,8.37,63.2
2012-05-18 01:00:00+00:00,USGS-05418110,19.0,8.35,63.2
2012-05-18 01:15:00+00:00,USGS-05418110,18.9,8.37,63.2
2012-05-18 01:30:00+00:00,USGS-05418110,18.7,8.38,63.2
2012-05-18 01:45:00+00:00,USGS-05418110,18.6,8.35,63.2
2012-05-18 02:00:00+00:00,USGS-05418110,18.5,8.36,63.2
2012-05-18 02:15:00+00:00,USGS-05418110,18.4,8.36,63.2
2012-05-18 02:30:00+00:00,USGS-05418110,18.2,8.35,63.2
2012-05-18 02:45:00+00:00,USGS-05418110,18.1,8.35,63.2
2012-05-18 03:00:00+00:00,USGS-05418110,18.0,8.35,63.2
2012-05-18 03:15:00+00:00,USGS-05418110,17.9,8.35,63.2
2012-05-18 03:30:00+00:00,USGS-05418110,17.8,8.35,63.2
2012-05-18 03:45:00+00:00,USGS-05418110,17.6,8.34,63.2
2012-05-18 04:00:00+00:00,USGS-05418110,17.5,8.33,63.2
2012-05-18 04:15:00+00:00,USGS-05418110,17.4,8.34,63.2
2012-05-18 04:30:00+00:00,USGS-05418110,17.3,8.35,64.6
2012-05-18 04:45:00+00:00,USGS-05418110,17.1,8.35,63.2
2012-05-18 05:00:00+00:00,USGS-05418110,17.0,8.35,63.2
2012-05-18 05:15:00+00:00,USGS-05418110,16.9,8.35,63.2
2012-05-18 05:30:00+00:00,USGS-05418110,16.8,8.35,63.2
2012-05-18 05:45:00+00:00,USGS-05418110,16.7,8.35,63.2
2012-05-18 06:00:00+00:00,USGS-05418110,16.6,8.35,64.6
2012-05-18 06:15:00+00:00,USGS-05418110,16.5,8.34,63.2
2012-05-18 06:30:00+00:00,USGS-05418110,16.4,8.35,63.2
2012-05-18 06:45:00+00:00,USGS-05418110,16.3,8.35,64.6
2012-05-18 07:00:00+00:00,USGS-05418110,16.2,8.35,63.2
2012-05-18 07:15:00+00:00,USGS-05418110,16.1,8.35,63.2
2012-05-18 07:30:00+00:00,USGS-05418110,16.0,8.35,63.2
2012-05-18 07:45:00+00:00,USGS-05418110,15.9,8.35,63.2
2012-05-18 08:00:00+00:00,USGS-05418110,15.8,8.35,63.2
2012-05-18 08:15:00+00:00,USGS-05418110,15.7,8.34,63.2
2012-05-18 08:30:00+00:00,USGS-05418110,15.6,8.34,63.2
2012-05-18 08:45:00+00:00,USGS-05418110,15.5,8.34,63.2
2012-05-18 09:00:00+00:00,USGS-05418110,15.4,8.34,63.2
2012-05-18 09:15:00+00:00,USGS-05418110,15.3,8.35,63.2
2012-05-18 09:30:00+00:00,USGS-05418110,15.2,8.35,63.2
2012-05-18 09:45:00+00:00,USGS-05418110,15.1,8.35,63.2
2012-05-18 10:00:00+00:00,USGS-05418110,15.0,8.35,63.2
2012-05-18 10:15:00+00:00,USGS-05418110,14.9,8.35,63.2
2012-05-18 10:30:00+00:00,USGS-05418110,14.9,8.35,63.2
2012-05-18 10:45:00+00:00,USGS-05418110,14.8,8.35,64.6
2012-05-18 11:00:00+00:00,USGS-05418110,14.7,8.35,63.2
2012-05-18 11:15:00+00:00,USGS-05418110,14.6,8.36,63.2
2012-05-18 11:30:00+00:00,USGS-05418110,14.5,8.36,63.2
2012-05-18 11:45:00+00:00,USGS-05418110,14.5,8.35,63.2
2012-05-18 12:00:00+00:00,USGS-05418110,14.4,8.36,63.2
2012-05-18 12:15:00+00:00,USGS-05418110,14.4,8.37,61.9
2012-05-18 12:30:00+00:00,USGS-05418110,14.4,8.37,63.2
2012-05-18 12:45:00+00:00,USGS-05418110,14.3,8.36,61.9
2012-05-18 13:00:00+00:00,USGS-05418110,14.3,8.36,63.2
2012-05-18 13:15:00+00:00,USGS-05418110,14.3,8.37,63.2
2012-05-18 13:30:00+00:00,USGS-05418110,14.4,8.37,63.2
2012-05-18 13:45:00+00:00,USGS-05418110,14.4,8.37,63.2
2012-05-18 14:00:00+00:00,USGS-05418110,14.5,8.37,63.2
2012-05-18 14:15:00+00:00,USGS-05418110,14.6,8.37,63.2
2012-05-18 14:30:00+00:00,USGS-05418110,14.7,8.36,63.2
2012-05-18 14:45:00+00:00,USGS-05418110,14.8,8.35,63.2
2012-05-18 15:00:00+00:00,USGS-05418110,15.0,8.35,63.2
2012-05-18 15:15:00+00:00,USGS-05418110,15.3,8.34,63.2
2012-05-18 15:30:00+00:00,USGS-05418110,15.5,8.35,63.2
2012-05-18 15:45:00+00:00,USGS-05418110,15.7,8.34,63.2
2012-05-18 16:00:00+00:00,USGS-05418110,16.0,8.35,63.2
2012-05-18 16:15:00+00:00,USGS-05418110,16.3,8.35,63.2
2012-05-18 16:30:00+00:00,USGS-05418110,16.6,8.35,64.6
2012-05-18 16:45:00+00:00,USGS-05418110,16.9,8.34,63.2
2012-05-18 17:00:00+00:00,USGS-05418110,17.2,8.34,63.2
2012-05-18 17:15:00+00:00,USGS-05418110,17.5,8.35,63.2
2012-05-18 17:30:00+00:00,USGS-05418110,17.8,8.35,63.2
2012-05-18 17:45:00+00:00,USGS-05418110,18.1,8.35,63.2
2012-05-18 18:00:00+00:00,USGS-05418110,18.4,8.27,63.2
2012-05-18 18:15:00+00:00,USGS-05418110,18.8,8.33,63.2
2012-05-18 18:30:00+00:00,USGS-05418110,19.1,8.33,63.2
2012-05-18 18:45:00+00:00,USGS-05418110,19.4,8.33,63.2
2012-05-18 19:00:00+00:00,USGS-05418110,19.6,8.33,63.2
2012-05-18 19:15:00+00:00,USGS-05418110,19.9,8.33,63.2
2012-05-18 19:30:00+00:00,USGS-05418110,20.1,8.33,63.2
2012-05-18 19:45:00+00:00,USGS-05418110,20.3,8.3,63.2
2012-05-18 20:00:00+00:00,USGS-05418110,20.5,8.3,63.2
2012-05-18 20:15:00+00:00,USGS-05418110,20.7,8.3,63.2
2012-05-18 20:30:00+00:00,USGS-05418110,20.9,8.3,63.2
2012-05-18 20:45:00+00:00,USGS-05418110,21.1,8.29,63.2
2012-05-18 21:00:00+00:00,USGS-05418110,21.2,8.29,61.9
2012-05-18 21:15:00+00:00,USGS-05418110,21.3,8.28,63.2
2012-05-18 21:30:00+00:00,USGS-05418110,21.4,8.29,63.2
2012-05-18 21:45:00+00:00,USGS-05418110,21.4,8.29,61.9
2012-05-18 22:00:00+00:00,USGS-05418110,21.4,8.28,63.2
2012-05-18 22:15:00+00:00,USGS-05418110,21.4,8.28,63.2
2012-05-18 22:30:00+00:00,USGS-05418110,21.4,8.28,61.9
2012-05-18 22:45:00+00:00,USGS-05418110,21.4,8.28,63.2
2012-05-18 23:00:00+00:00,USGS-05418110,21.4,8.27,63.2
2012-05-18 23:15:00+00:00,USGS-05418110,21.3,8.27,63.2
2012-05-18 23:30:00+00:00,USGS-05418110,21.2,8.27,61.9
2012-05-18 23:45:00+00:00,USGS-05418110,21.2,8.27,61.9
2012-05-19 00:00:00+00:00,USGS-05418110,21.1,8.27,63.2
2012-05-19 00:15:00+00:00,USGS-05418110,21.0,8.26,61.9
2012-05-19 00:30:00+00:00,USGS-05418110,20.9,8.26,61.9
2012-05-19 00:45:00+00:00,USGS-05418110,20.8,8.24,61.9
2012-05-19 01:00:00+00:00,USGS-05418110,20.7,8.23,63.2
2012-05-19 01:15:00+00:00,USGS-05418110,20.6,8.24,61.9
2012-05-19 01:30:00+00:00,USGS-05418110,20.4,8.26,61.9
2012-05-19 01:45:00+00:00,USGS-05418110,20.3,8.25,61.9
2012-05-19 02:00:00+00:00,USGS-05418110,20.2,8.24,61.9
2012-05-19 02:15:00+00:00,USGS-05418110,20.1,8.23,61.9
2012-05-19 02:30:00+00:00,USGS-05418110,19.9,8.23,60.5
2012-05-19 02:45:00+00:00,USGS-05418110,19.8,8.23,61.9
2012-05-19 03:00:00+00:00,USGS-05418110,19.7,8.23,63.2
2012-05-19 03:15:00+00:00,USGS-05418110,19.6,8.23,61.9
2012-05-19 03:30:00+00:00,USGS-05418110,19.4,8.22,61.9
2012-05-19 03:45:00+00:00,USGS-05418110,19.3,8.22,61.9
2012-05-19 04:00:00+00:00,USGS-05418110,19.2,8.22,61.9
2012-05-19 04:15:00+00:00,USGS-05418110,19.1,8.22,61.9
2012-05-19 04:30:00+00:00,USGS-05418110,19.0,8.22,61.9
2012-05-19 04:45:00+00:00,USGS-05418110,18.9,8.21,61.9
2012-05-19 05:00:00+00:00,USGS-05418110,18.7,8.21,61.9
2012-05-19 05:15:00+00:00,USGS-05418110,18.6,8.2,61.9
2012-05-19 05:30:00+00:00,USGS-05418110,18.5,8.2,61.9
2012-05-19 05:45:00+00:00,USGS-05418110,18.4,8.21,61.9
2012-05-19 06:00:00+00:00,USGS-05418110,18.3,8.21,61.9
2012-05-19 06:15:00+00:00,USGS-05418110,18.2,8.21,61.9
2012-05-19 06:30:00+00:00,USGS-05418110,18.1,8.2,61.9
2012-05-19 06:45:00+00:00,USGS-05418110,18.0,8.18,61.9
2012-05-19 07:00:00+00:00,USGS-05418110,17.9,8.19,61.9
2012-05-19 07:15:00+00:00,USGS-05418110,17.8,8.18,61.9
2012-05-19 07:30:00+00:00,USGS-05418110,17.7,8.19,61.9
2012-05-19 07:45:00+00:00,USGS-05418110,17.6,8.17,61.9
2012-05-19 08:00:00+00:00,USGS-05418110,17.6,8.2,61.9
2012-05-19 08:15:00+00:00,USGS-05418110,17.5,8.2,61.9
2012-05-19 08:30:00+00:00,USGS-05418110,17.4,8.2,61.9
2012-05-19 08:45:00+00:00,USGS-05418110,17.3,8.2,61.9
2012-05-19 09:00:00+00:00,USGS-05418110,17.2,8.19,61.9
2012-05-19 09:15:00+00:00,USGS-05418110,17.1,8.2,61.9
2012-05-19 09:30:00+00:00,USGS-05418110,17.1,8.19,61.9
2012-05-19 09:45:00+00:00,USGS-05418110,17.0,8.18,61.9
2012-05-19 10:00:00+00:00,USGS-05418110,16.9,8.2,61.9
2012-05-19 10:15:00+00:00,USGS-05418110,16.8,8.21,61.9
2012-05-19 10:30:00+00:00,USGS-05418110,16.8,8.21,61.9
2012-05-19 10:45:00+00:00,USGS-05418110,16.7,8.21,61.9
2012-05-19 11:00:00+00:00,USGS-05418110,16.6,8.2,61.9
2012-05-19 11:15:00+00:00,USGS-05418110,16.6,8.2,61.9
2012-05-19 11:30:00+00:00,USGS-05418110,16.5,8.18,63.2
2012-05-19 11:45:00+00:00,USGS-05418110,16.4,8.21,61.9
2012-05-19 12:00:00+00:00,USGS-05418110,16.4,8.21,61.9
2012-05-19 12:15:00+00:00,USGS-05418110,16.4,8.21,61.9
2012-05-19 12:30:00+00:00,USGS-05418110,16.4,8.21,63.2
2012-05-19 12:45:00+00:00,USGS-05418110,16.4,8.21,63.2
2012-05-19 13:00:00+00:00,USGS-05418110,16.4,8.21,61.9
2012-05-19 13:15:00+00:00,USGS-05418110,16.4,8.21,63.2
2012-05-19 13:30:00+00:00,USGS-05418110,16.4,8.21,63.2
2012-05-19 13:45:00+00:00,USGS-05418110,16.5,8.2,61.9
2012-05-19 14:00:00+00:00,USGS-05418110,16.6,8.2,61.9
2012-05-19 14:15:00+00:00,USGS-05418110,16.6,8.21,63.2
2012-05-19 14:30:00+00:00,USGS-05418110,16.8,8.2,61.9
2012-05-19 14:45:00+00:00,USGS-05418110,16.9,8.2,61.9
2012-05-19 15:00:00+00:00,USGS-05418110,17.1,8.2,63.2
2012-05-19 15:15:00+00:00,USGS-05418110,17.4,8.2,61.9
2012-05-19 15:30:00+00:00,USGS-05418110,17.6,8.2,61.9
2012-05-19 15:45:00+00:00,USGS-05418110,17.9,8.21,63.2
2012-05-19 16:00:00+00:00,USGS-05418110,18.1,8.21,63.2
2012-05-19 16:15:00+00:00,USGS-05418110,18.4,8.21,61.9
2012-05-19 16:30:00+00:00,USGS-05418110,18.7,8.21,63.2
2012-05-19 16:45:00+00:00,USGS-05418110,19.0,8.21,61.9
2012-05-19 17:00:00+00:00,USGS-05418110,19.4,8.21,61.9
2012-05-19 17:15:00+00:00,USGS-05418110,19.6,8.21,61.9
2012-05-19 17:30:00+00:00,USGS-05418110,19.8,8.2,63.2
2012-05-19 17:45:00+00:00,USGS-05418110,20.1,8.19,61.9
2012-05-19 18:00:00+00:00,USGS-05418110,20.3,8.19,61.9
2012-05-19 18:15:00+00:00,USGS-05418110,20.5,8.19,61.9
2012-05-19 18:30:00+00:00,USGS-05418110,20.8,8.19,63.2
2012-05-19 18:45:00+00:00,USGS-05418110,21.1,8.19,60.5
2012-05-19 19:00:00+00:00,USGS-05418110,21.3,8.19,61.9
2012-05-19 19:15:00+00:00,USGS-05418110,21.6,8.19,61.9
2012-05-19 19:30:00+00:00,USGS-05418110,21.7,8.19,60.5
2012-05-19 19:45:00+00:00,USGS-05418110,21.9,8.19,61.9
2012-05-19 20:00:00+00:00,USGS-05418110,22.0,8.19,61.9
2012-05-19 20:15:00+00:00,USGS-05418110,22.0,8.19,60.5
2012-05-19 20:30:00+00:00,USGS-05418110,22.1,8.18,60.5
2012-05-19 20:45:00+00:00,USGS-05418110,22.1,8.17,61.9
2012-05-19 21:00:00+00:00,USGS-05418110,22.2,8.17,60.5
2012-05-19 21:15:00+00:00,USGS-05418110,22.2,8.15,61.9
2012-05-19 21:30:00+00:00,USGS-05418110,22.2,8.16,61.9
2012-05-19 21:45:00+00:00,USGS-05418110,22.2,8.15,60.5
2012-05-19 22:00:00+00:00,USGS-05418110,22.1,8.14,61.9
2012-05-19 22:15:00+00:00,USGS-05418110,22.0,8.14,60.5
2012-05-19 22:30:00+00:00,USGS-05418110,22.0,8.14,61.9
2012-05-19 22:45:00+00:00,USGS-05418110,21.9,8.14,61.9
2012-05-19 23:00:00+00:00,USGS-05418110,21.9,8.14,60.5
2012-05-19 23:15:00+00:00,USGS-05418110,21.8,8.14,60.5
2012-05-19 23:30:00+00:00,USGS-05418110,21.8,8.14,61.9
2012-05-19 23:45:00+00:00,USGS-05418110,21.7,8.14,61.9
2012-05-20 00:00:00+00:00,USGS-05418110,21.7,8.13,60.5
2012-05-20 00:15:00+00:00,USGS-05418110,21.6,8.13,60.5
2012-05-20 00:30:00+00:00,USGS-05418110,21.5,8.13,61.9
2012-05-20 00:45:00+00:00,USGS-05418110,21.4,8.13,60.5
2012-05-20 01:00:00+00:00,USGS-05418110,21.3,8.13,60.5
2012-05-20 01:15:00+00:00,USGS-05418110,21.2,8.1,61.9
2012-05-20 01:30:00+00:00,USGS-05418110,21.1,8.11,60.5
2012-05-20 01:45:00+00:00,USGS-05418110,21.0,8.11,60.5
2012-05-20 02:00:00+00:00,USGS-05418110,20.8,8.11,60.5
2012-05-20 02:15:00+00:00,USGS-05418110,20.8,8.09,61.9
2012-05-20 02:30:00+00:00,USGS-05418110,20.7,8.09,60.5
2012-05-20 02:45:00+00:00,USGS-05418110,20.6,8.09,60.5
2012-05-20 03:00:00+00:00,USGS-05418110,20.4,8.1,60.5
