FIPS,CENSUS_2020_POP,Economic_typology_2015,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Rural_Urban_Continuum_Code_2023,Urban_Influence_Code_2024,POVALL_2023,PCTPOVALL_2023,MEDHHINC_2023,Metro_2023,Unemployment_rate_2023,Civilian_labor_force_2023,Employed_2023,Unemployed_2023
01081,174241.0,4.0,3.0,2.0,3.0,4.0,31839.0,17.900000000000002,62301.0,1.0,2.3000000000000003,81236.0,79373.0,1863.0
01083,103570.0,4.0,2.0,2.0,2.0,4.0,9604.0,8.6,81811.0,1.0,2.1,49912.0,48881.0,1031.0
01085,10311.0,3.0,2.0,2.0,2.0,4.0,2799.0,29.400000000000002,42011.0,1.0,4.6000000000000005,3501.0,3341.0,160.0
01087,19532.0,4.0,6.0,6.0,3.0,4.0,4712.0,28.8,40710.0,1.0,3.2,7995.0,7740.0,255.0
01089,388153.0,4.0,2.0,2.0,2.0,4.0,41983.0,10.5,86172.0,1.0,2.0,206080.0,201862.0,4218.0
01091,19323.0,0.0,7.0,11.0,6.0,6.0,4335.0,23.5,47228.0,0.0,3.3000000000000003,7585.0,7332.0,253.0
01093,29341.0,3.0,7.0,11.0,9.0,8.0,5415.0,19.0,48829.0,0.0,2.9000000000000004,13526.0,13131.0,395.0
01095,97612.0,3.0,4.0,5.0,4.0,5.0,16432.0,16.5,59882.0,0.0,2.1,46210.0,45260.0,950.0
01097,414809.0,0.0,2.0,2.0,2.0,4.0,65684.0,16.3,55538.0,1.0,3.1,190167.0,184271.0,5896.0
01099,19772.0,3.0,7.0,11.0,8.0,6.0,3627.0,19.1,49314.0,0.0,4.3,6989.0,6690.0,299.0
01101,228954.0,4.0,2.0,2.0,2.0,4.0,39395.0,18.3,60063.0,1.0,2.8000000000000003,108083.0,105043.0,3040.0
01103,123421.0,3.0,3.0,2.0,3.0,4.0,14759.0,12.0,70387.0,1.0,2.0,61853.0,60624.0,1229.0
01105,8511.0,0.0,8.0,4.0,8.0,3.0,2501.0,33.800000000000004,34176.0,0.0,5.0,2979.0,2830.0,149.0
01107,19123.0,0.0,3.0,2.0,2.0,4.0,3587.0,21.5,47372.0,1.0,3.0,7810.0,7574.0,236.0
01109,33009.0,4.0,6.0,5.0,6.0,5.0,7364.0,23.8,50675.0,0.0,2.7,16124.0,15684.0,440.0
01111,21967.0,0.0,6.0,4.0,8.0,3.0,3508.0,15.9,57148.0,0.0,2.4000000000000004,9637.0,9401.0,236.0
01113,59183.0,3.0,2.0,2.0,2.0,4.0,10957.0,18.900000000000002,52312.0,1.0,2.8000000000000003,23550.0,22901.0,649.0
01115,91103.0,0.0,1.0,1.0,1.0,1.0,10089.0,10.8,78349.0,1.0,2.1,42456.0,41549.0,907.0
01117,223024.0,0.0,1.0,1.0,1.0,1.0,19207.0,8.4,90280.0,1.0,1.8,122282.0,120026.0,2256.0
01119,12345.0,4.0,8.0,6.0,8.0,6.0,3607.0,33.5,37021.0,0.0,3.7,4584.0,4415.0,169.0
01121,82149.0,3.0,4.0,3.0,4.0,2.0,13329.0,17.0,59491.0,0.0,2.8000000000000003,36727.0,35708.0,1019.0
01123,41311.0,0.0,6.0,6.0,6.0,5.0,6041.0,15.100000000000001,60583.0,0.0,2.5,17385.0,16947.0,438.0
01125,227036.0,4.0,3.0,2.0,2.0,4.0,41429.0,19.200000000000003,61117.0,1.0,2.3000000000000003,106199.0,103714.0,2485.0
01127,65342.0,0.0,1.0,1.0,1.0,1.0,11099.0,17.5,57950.0,1.0,2.6,25677.0,24998.0,679.0
01129,15388.0,3.0,8.0,7.0,8.0,6.0,2778.0,18.7,57311.0,0.0,2.6,9150.0,8915.0,235.0
01131,10600.0,3.0,9.0,10.0,9.0,9.0,3194.0,32.7,34426.0,0.0,8.0,2526.0,2324.0,202.0
01133,23540.0,3.0,6.0,4.0,8.0,3.0,3855.0,16.6,52280.0,0.0,2.7,9748.0,9482.0,266.0
02000,733391.0,,,,,,75594.0,10.5,88696.0,,4.2,357094.0,342005.0,15089.0
02013,3420.0,3.0,9.0,12.0,9.0,9.0,624.0,18.0,83000.0,0.0,2.1,2522.0,2469.0,53.0
02016,5232.0,3.0,9.0,11.0,9.0,9.0,492.0,10.0,104159.0,0.0,3.0,3553.0,3446.0,107.0
02020,291247.0,4.0,2.0,2.0,2.0,4.0,24807.0,8.9,93881.0,1.0,3.4000000000000004,150823.0,145654.0,5169.0
02050,18666.0,0.0,7.0,11.0,7.0,8.0,5242.0,29.3,62140.0,0.0,9.700000000000001,6743.0,6088.0,655.0
02060,844.0,3.0,9.0,12.0,9.0,9.0,98.0,11.700000000000001,99790.0,0.0,3.7,461.0,444.0,17.0
02063,7102.0,,,,9.0,9.0,570.0,8.700000000000001,95180.0,0.0,4.7,3460.0,3297.0,163.0
02066,2617.0,,,,9.0,9.0,380.0,14.200000000000001,69092.0,0.0,7.6000000000000005,1378.0,1273.0,105.0
02068,1619.0,5.0,8.0,7.0,9.0,9.0,123.0,7.800000000000001,86118.0,0.0,6.0,1041.0,979.0,62.0
02070,4857.0,3.0,9.0,12.0,9.0,9.0,1073.0,23.400000000000002,62598.0,0.0,6.4,1729.0,1619.0,110.0
02090,95655.0,4.0,3.0,2.0,3.0,4.0,7015.0,7.6000000000000005,86780.0,1.0,3.8000000000000003,45499.0,43768.0,1731.0
02100,2080.0,5.0,9.0,12.0,9.0,9.0,207.0,10.0,78649.0,0.0,6.6000000000000005,1111.0,1038.0,73.0
02105,2365.0,4.0,9.0,10.0,9.0,9.0,390.0,17.2,64720.0,0.0,5.6000000000000005,1289.0,1217.0,72.0
02110,32255.0,4.0,5.0,8.0,5.0,7.0,2815.0,9.1,99748.0,0.0,3.0,17471.0,16948.0,523.0
02122,58799.0,5.0,7.0,11.0,7.0,8.0,6885.0,11.5,74185.0,0.0,4.7,28170.0,26841.0,1329.0
02130,13948.0,4.0,7.0,8.0,7.0,7.0,1269.0,9.3,87760.0,0.0,3.7,6883.0,6630.0,253.0
02150,13101.0,3.0,7.0,11.0,7.0,8.0,1035.0,8.5,86250.0,0.0,4.4,5984.0,5720.0,264.0
02158,8368.0,0.0,9.0,12.0,9.0,9.0,2455.0,30.8,42029.0,0.0,15.100000000000001,2298.0,1952.0,346.0
02164,1476.0,5.0,9.0,12.0,9.0,9.0,271.0,20.400000000000002,62547.0,0.0,5.9,663.0,624.0,39.0
02170,107081.0,5.0,2.0,2.0,2.0,4.0,10906.0,9.700000000000001,94376.0,1.0,4.800000000000001,49710.0,47311.0,2399.0
02180,10046.0,0.0,7.0,11.0,9.0,9.0,1981.0,20.700000000000003,75296.0,0.0,7.7,4049.0,3738.0,311.0
02185,11031.0,2.0,7.0,11.0,9.0,9.0,1261.0,12.0,103556.0,0.0,4.9,3064.0,2913.0,151.0
02188,7793.0,2.0,7.0,11.0,9.0,9.0,1390.0,19.1,78619.0,0.0,9.600000000000001,2803.0,2533.0,270.0
02195,3398.0,0.0,9.0,11.0,9.0,9.0,276.0,8.4,68449.0,0.0,5.1000000000000005,1398.0,1327.0,71.0
02198,5753.0,5.0,9.0,10.0,9.0,9.0,892.0,15.700000000000001,57304.0,0.0,6.7,2670.0,2490.0,180.0
02220,8458.0,0.0,7.0,11.0,7.0,8.0,755.0,9.3,89264.0,0.0,3.0,4519.0,4385.0,134.0
02230,1240.0,5.0,9.0,12.0,9.0,9.0,64.0,5.9,79412.0,0.0,5.800000000000001,773.0,728.0,45.0
02240,6808.0,2.0,9.0,12.0,9.0,9.0,857.0,12.200000000000001,79014.0,0.0,5.2,3397.0,3220.0,177.0
02275,2127.0,5.0,9.0,12.0,9.0,9.0,239.0,11.700000000000001,65011.0,0.0,4.9,926.0,881.0,45.0
02282,662.0,4.0,9.0,12.0,9.0,9.0,105.0,15.3,77108.0,0.0,6.0,315.0,296.0,19.0
02290,5343.0,0.0,9.0,12.0,8.0,6.0,1117.0,21.900000000000002,49498.0,0.0,9.0,2392.0,2176.0,216.0
04000,7151502.0,,,,,,917925.0,12.600000000000001,77158.0,,3.9000000000000004,3690974.0,3546508.0,144466.0
04001,66021.0,4.0,6.0,6.0,8.0,6.0,18929.0,29.6,43121.0,0.0,7.9,18283.0,16842.0,1441.0
04003,125447.0,4.0,3.0,2.0,3.0,4.0,19759.0,16.3,53011.0,1.0,4.5,49585.0,47337.0,2248.0
04005,145101.0,4.0,3.0,2.0,3.0,4.0,23888.0,17.8,71528.0,1.0,4.2,75192.0,72034.0,3158.0
04007,53272.0,5.0,4.0,3.0,4.0,2.0,9431.0,17.7,55804.0,0.0,4.3,20652.0,19763.0,889.0
04009,38533.0,4.0,7.0,8.0,7.0,7.0,6397.0,17.3,66469.0,0.0,3.7,16670.0,16056.0,614.0
04011,9563.0,2.0,7.0,9.0,9.0,9.0,900.0,9.700000000000001,71273.0,0.0,2.9000000000000004,4722.0,4587.0,135.0
04012,16557.0,5.0,6.0,4.0,6.0,3.0,3097.0,18.7,48801.0,0.0,4.800000000000001,9093.0,8660.0,433.0
04013,4420568.0,0.0,1.0,1.0,1.0,1.0,498844.0,11.100000000000001,86973.0,1.0,3.4000000000000004,2441028.0,2357541.0,83487.0
04015,213267.0,5.0,3.0,2.0,3.0,4.0,36816.0,16.8,56302.0,1.0,4.5,90082.0,86020.0,4062.0
04017,106717.0,5.0,4.0,5.0,4.0,5.0,26533.0,24.700000000000003,51011.0,0.0,5.7,40101.0,37829.0,2272.0
04019,1043433.0,0.0,2.0,2.0,1.0,1.0,144676.0,14.0,69553.0,1.0,3.8000000000000003,494336.0,475422.0,18914.0
04021,425264.0,0.0,1.0,1.0,1.0,1.0,54702.0,11.8,77290.0,1.0,4.1000000000000005,204252.0,195853.0,8399.0
04023,47669.0,4.0,4.0,5.0,6.0,2.0,9831.0,20.1,52400.0,0.0,7.6000000000000005,19216.0,17760.0,1456.0
04025,236209.0,5.0,3.0,2.0,3.0,4.0,31465.0,12.8,67317.0,1.0,3.6,109164.0,105223.0,3941.0
04027,203881.0,5.0,3.0,2.0,3.0,4.0,32657.0,15.9,61225.0,1.0,13.200000000000001,98597.0,85581.0,13016.0
05000,3011524.0,,,,,,459700.0,15.4,58748.0,,3.3000000000000003,1377657.0,1332876.0,44781.0
05001,17149.0,3.0,6.0,6.0,6.0,6.0,2697.0,16.8,50198.0,0.0,2.7,9100.0,8858.0,242.0
05003,19062.0,3.0,7.0,11.0,7.0,9.0,3338.0,18.400000000000002,49560.0,0.0,5.6000000000000005,6450.0,6087.0,363.0
05005,41627.0,0.0,7.0,8.0,7.0,7.0,6746.0,16.0,48804.0,0.0,3.6,16806.0,16204.0,602.0
05007,284333.0,0.0,2.0,2.0,2.0,4.0,23885.0,7.800000000000001,92632.0,1.0,2.4000000000000004,154952.0,151167.0,3785.0
05009,37373.0,0.0,7.0,8.0,7.0,7.0,5660.0,14.9,56154.0,0.0,3.1,15848.0,15352.0,496.0
05011,10545.0,0.0,7.0,9.0,7.0,8.0,2314.0,23.200000000000003,44525.0,0.0,4.6000000000000005,4037.0,3850.0,187.0
05013,4739.0,3.0,9.0,8.0,9.0,7.0,639.0,14.3,57689.0,0.0,2.9000000000000004,2353.0,2284.0,69.0
05015,28260.0,3.0,6.0,6.0,6.0,6.0,4232.0,14.8,53986.0,0.0,2.9000000000000004,12299.0,11938.0,361.0
05017,10208.0,1.0,7.0,9.0,9.0,9.0,2621.0,29.700000000000003,40381.0,0.0,5.800000000000001,2851.0,2687.0,164.0
05019,21446.0,4.0,7.0,8.0,7.0,7.0,3512.0,18.900000000000002,53561.0,0.0,4.7,8499.0,8098.0,401.0
05021,14552.0,1.0,7.0,9.0,9.0,9.0,2454.0,17.5,47663.0,0.0,4.1000000000000005,5381.0,5159.0,222.0
05023,24711.0,5.0,6.0,6.0,6.0,6.0,3387.0,13.5,56692.0,0.0,3.9000000000000004,8996.0,8642.0,354.0
05025,7550.0,0.0,3.0,2.0,8.0,5.0,1147.0,15.700000000000001,54458.0,0.0,3.5,3054.0,2948.0,106.0
05027,22801.0,3.0,7.0,8.0,7.0,7.0,4704.0,23.3,44175.0,0.0,4.3,8764.0,8388.0,376.0
05029,20715.0,0.0,6.0,6.0,6.0,6.0,3566.0,17.1,53863.0,0.0,3.8000000000000003,8314.0,8001.0,313.0
05031,111231.0,0.0,3.0,2.0,3.0,4.0,17811.0,16.1,60204.0,1.0,2.7,57392.0,55816.0,1576.0
05033,60133.0,3.0,2.0,2.0,3.0,4.0,8147.0,13.3,63905.0,1.0,3.4000000000000004,26514.0,25622.0,892.0
05035,48163.0,0.0,1.0,1.0,1.0,1.0,9578.0,20.6,52153.0,1.0,4.2,20358.0,19500.0,858.0
05037,16833.0,0.0,6.0,4.0,6.0,3.0,3091.0,19.1,47669.0,0.0,3.4000000000000004,6816.0,6584.0,232.0
05039,6482.0,0.0,6.0,6.0,8.0,6.0,1162.0,19.6,46701.0,0.0,3.9000000000000004,2647.0,2543.0,104.0
05041,11395.0,0.0,6.0,6.0,9.0,9.0,2598.0,25.0,43469.0,0.0,4.6000000000000005,4888.0,4663.0,225.0
05043,17350.0,4.0,6.0,6.0,7.0,8.0,3365.0,20.6,48746.0,0.0,4.2,7369.0,7063.0,306.0
05045,123498.0,0.0,2.0,2.0,2.0,4.0,16042.0,12.9,68543.0,1.0,2.9000000000000004,64394.0,62538.0,1856.0
05047,17097.0,0.0,6.0,6.0,8.0,6.0,3260.0,19.0,54077.0,0.0,3.2,7434.0,7195.0,239.0
05049,12075.0,0.0,9.0,9.0,9.0,9.0,2136.0,17.5,46346.0,0.0,3.8000000000000003,4523.0,4349.0,174.0
05051,100180.0,5.0,3.0,2.0,3.0,4.0,18604.0,18.900000000000002,53849.0,1.0,3.7,41570.0,40036.0,1534.0
05053,17958.0,0.0,2.0,2.0,2.0,4.0,2018.0,11.100000000000001,64306.0,1.0,2.9000000000000004,8608.0,8362.0,246.0
05055,45736.0,3.0,4.0,5.0,4.0,5.0,7390.0,16.2,55444.0,0.0,3.3000000000000003,19693.0,19041.0,652.0
05057,20065.0,0.0,6.0,6.0,6.0,6.0,3171.0,16.6,50576.0,0.0,3.4000000000000004,9141.0,8833.0,308.0
05059,33040.0,0.0,6.0,5.0,6.0,5.0,5155.0,16.900000000000002,53767.0,0.0,3.5,13704.0,13218.0,486.0
05061,12785.0,3.0,6.0,6.0,8.0,6.0,2190.0,17.8,47308.0,0.0,3.5,5246.0,5065.0,181.0
05063,37938.0,3.0,7.0,8.0,7.0,7.0,5006.0,13.5,59695.0,0.0,3.4000000000000004,16834.0,16260.0,574.0
05065,13577.0,4.0,9.0,10.0,9.0,9.0,2637.0,20.3,47320.0,0.0,5.1000000000000005,4476.0,4248.0,228.0
05067,16755.0,4.0,6.0,6.0,6.0,6.0,3513.0,24.6,45762.0,0.0,5.1000000000000005,5385.0,5110.0,275.0
05069,67260.0,4.0,3.0,2.0,4.0,5.0,14081.0,24.3,49581.0,0.0,4.6000000000000005,25365.0,24195.0,1170.0
05071,25749.0,3.0,7.0,9.0,7.0,8.0,4377.0,17.1,50387.0,0.0,4.4,9849.0,9419.0,430.0
05073,6308.0,0.0,8.0,7.0,8.0,6.0,1372.0,22.8,43824.0,0.0,4.9,2201.0,2094.0,107.0
05075,16216.0,0.0,6.0,6.0,6.0,6.0,2882.0,18.3,49015.0,0.0,3.4000000000000004,6764.0,6537.0,227.0
05077,8600.0,1.0,7.0,9.0,8.0,3.0,2507.0,38.7,36735.0,0.0,5.2,2547.0,2415.0,132.0
05079,12941.0,4.0,3.0,2.0,9.0,9.0,2327.0,26.200000000000003,53381.0,0.0,4.0,3657.0,3511.0,146.0
05081,12026.0,3.0,3.0,2.0,3.0,4.0,2060.0,17.7,48837.0,1.0,3.5,5165.0,4985.0,180.0
05083,21131.0,0.0,6.0,6.0,8.0,6.0,3504.0,16.6,51290.0,0.0,4.0,8270.0,7939.0,331.0
05085,74015.0,0.0,2.0,2.0,2.0,4.0,7223.0,9.600000000000001,74687.0,1.0,2.7,34884.0,33929.0,955.0
05087,16521.0,3.0,2.0,2.0,2.0,4.0,2601.0,14.8,52262.0,1.0,2.6,7918.0,7716.0,202.0
05089,16826.0,3.0,9.0,10.0,9.0,9.0,3009.0,17.400000000000002,49975.0,0.0,4.1000000000000005,6050.0,5801.0,249.0
05091,42600.0,0.0,3.0,2.0,3.0,4.0,8806.0,21.5,50421.0,1.0,3.6,18633.0,17955.0,678.0
05093,40685.0,3.0,4.0,3.0,4.0,5.0,9378.0,24.900000000000002,49484.0,0.0,4.9,16776.0,15950.0,826.0
05095,6799.0,0.0,7.0,9.0,9.0,9.0,1686.0,26.3,40631.0,0.0,3.9000000000000004,2465.0,2368.0,97.0
05097,8484.0,5.0,8.0,7.0,8.0,6.0,1600.0,18.8,48991.0,0.0,4.9,2895.0,2753.0,142.0
05099,8310.0,3.0,7.0,9.0,9.0,9.0,1844.0,23.200000000000003,45562.0,0.0,3.7,3355.0,3232.0,123.0
05101,7225.0,1.0,9.0,8.0,9.0,7.0,1313.0,18.8,46307.0,0.0,3.4000000000000004,3191.0,3083.0,108.0
05103,22650.0,4.0,7.0,8.0,7.0,7.0,4018.0,18.8,49690.0,0.0,3.9000000000000004,9629.0,9257.0,372.0
05105,10019.0,0.0,2.0,2.0,2.0,4.0,1421.0,14.100000000000001,57996.0,1.0,3.6,4301.0,4146.0,155.0
05107,16568.0,0.0,6.0,3.0,7.0,8.0,5057.0,34.2,37338.0,0.0,6.5,5240.0,4900.0,340.0
05109,10171.0,0.0,9.0,10.0,9.0,9.0,1814.0,18.2,53108.0,0.0,3.5,4023.0,3884.0,139.0
05111,22965.0,0.0,3.0,2.0,3.0,4.0,4214.0,19.1,51635.0,1.0,3.3000000000000003,9917.0,9587.0,330.0
05113,19221.0,0.0,7.0,11.0,7.0,8.0,3619.0,18.8,47766.0,0.0,3.6,7744.0,7463.0,281.0
05115,63381.0,0.0,5.0,8.0,5.0,7.0,8387.0,13.5,59016.0,0.0,3.9000000000000004,28530.0,27428.0,1102.0
05117,8282.0,1.0,8.0,7.0,8.0,6.0,1216.0,15.4,54962.0,0.0,3.1,3522.0,3413.0,109.0
05119,399125.0,4.0,2.0,2.0,2.0,4.0,61392.0,15.700000000000001,61344.0,1.0,3.2,193033.0,186868.0,6165.0
05121,18571.0,0.0,7.0,9.0,7.0,8.0,3433.0,18.5,51480.0,0.0,3.5,7075.0,6824.0,251.0
05123,23090.0,4.0,6.0,3.0,6.0,2.0,6414.0,34.300000000000004,41708.0,0.0,5.0,7455.0,7084.0,371.0
05125,123416.0,0.0,2.0,2.0,2.0,4.0,11900.0,9.3,77844.0,1.0,2.7,61267.0,59598.0,1669.0
05127,9836.0,3.0,6.0,6.0,8.0,6.0,1882.0,19.5,46026.0,0.0,3.0,4379.0,4247.0,132.0
05129,7828.0,0.0,9.0,10.0,9.0,9.0,1560.0,20.200000000000003,40688.0,0.0,4.3,2875.0,2750.0,125.0
05131,127799.0,3.0,2.0,2.0,3.0,4.0,16217.0,12.8,58112.0,1.0,3.4000000000000004,55851.0,53953.0,1898.0
05133,15839.0,3.0,6.0,6.0,6.0,6.0,2888.0,18.7,52845.0,0.0,3.8000000000000003,5439.0,5234.0,205.0
05135,17271.0,0.0,7.0,9.0,9.0,9.0,3495.0,19.700000000000003,45258.0,0.0,3.9000000000000004,5940.0,5706.0,234.0
05137,12359.0,0.0,9.0,9.0,9.0,9.0,2220.0,17.7,43767.0,0.0,4.1000000000000005,4542.0,4355.0,187.0
05139,39054.0,2.0,7.0,8.0,7.0,7.0,6969.0,19.0,49664.0,0.0,4.6000000000000005,14751.0,14067.0,684.0
05141,15796.0,0.0,8.0,6.0,8.0,6.0,2638.0,16.5,50332.0,0.0,4.0,5940.0,5701.0,239.0
05143,245871.0,0.0,2.0,2.0,2.0,4.0,34017.0,13.5,66158.0,1.0,2.3000000000000003,136783.0,133649.0,3134.0
05145,76822.0,0.0,4.0,5.0,4.0,5.0,11899.0,15.700000000000001,56178.0,0.0,3.5,33782.0,32610.0,1172.0
05147,6269.0,0.0,9.0,10.0,9.0,9.0,1424.0,24.400000000000002,43259.0,0.0,3.6,2843.0,2742.0,101.0
05149,20263.0,3.0,6.0,5.0,9.0,7.0,3261.0,16.5,51997.0,0.0,3.7,8122.0,7822.0,300.0
06000,39538223.0,,,,,,4597732.0,12.0,95473.0,,4.800000000000001,19308287.0,18388329.0,919958.0
06001,1682353.0,0.0,1.0,1.0,1.0,1.0,151872.0,9.5,119230.0,1.0,4.1000000000000005,826102.0,792439.0,33663.0
06003,1204.0,5.0,8.0,4.0,8.0,2.0,177.0,15.600000000000001,83265.0,0.0,6.5,540.0,505.0,35.0
06005,40474.0,4.0,6.0,4.0,6.0,3.0,4400.0,11.700000000000001,80767.0,0.0,5.1000000000000005,14404.0,13673.0,731.0
06007,211632.0,0.0,3.0,2.0,3.0,4.0,40532.0,19.900000000000002,63084.0,1.0,5.2,91910.0,87088.0,4822.0
06009,45292.0,5.0,6.0,6.0,6.0,6.0,5639.0,12.200000000000001,77041.0,0.0,4.2,21956.0,21030.0,926.0
06011,21839.0,1.0,6.0,4.0,6.0,3.0,2677.0,12.3,66675.0,0.0,13.0,10576.0,9202.0,1374.0
06013,1165927.0,0.0,1.0,1.0,1.0,1.0,95369.0,8.3,122000.0,1.0,4.1000000000000005,550610.0,527843.0,22767.0
06015,27743.0,4.0,7.0,8.0,7.0,7.0,3408.0,13.8,70231.0,0.0,5.7,9443.0,8904.0,539.0
06017,191185.0,5.0,1.0,1.0,1.0,1.0,13438.0,7.0,107063.0,1.0,4.0,93670.0,89963.0,3707.0
06019,1008654.0,0.0,2.0,2.0,1.0,1.0,177171.0,17.7,71271.0,1.0,7.5,461040.0,426635.0,34405.0
06021,28917.0,1.0,6.0,6.0,6.0,6.0,3769.0,13.5,64197.0,0.0,6.300000000000001,12792.0,11989.0,803.0
